0.031099,0.1235,0.12178,0.020711,0.0074467,-0.0048434,0.0041096,-0.02163
0.0017745,0.027101,0.40123,0.066024,0.0095483,0.012261,0.012456,0.042911
0.033888,0.044107,-0.22509,0.039848,0.010774,-0.018266,-0.010374,-0.0024214
-0.044845,-0.18457,-0.33604,-0.16029,-0.035918,-0.018367,-0.017643,-0.017395
0.038806,0.068467,0.15371,0.066547,0.025708,0.012047,0.0061403,0.013344
-0.082257,-0.17981,-0.037338,-0.084482,-0.022942,0.010699,-0.0016083,-0.011838
-0.0013577,0.11137,-0.096551,0.0041593,-0.017507,-0.014298,-0.0018397,-0.0068312
0.00096756,0.068829,0.17178,0.028574,0.01115,-0.00013007,-0.002304,-0.057166
0.019352,-0.05592,-0.1148,0.0054404,0.0087329,0.014383,0.00493,0.048667
0.023421,0.042725,-0.010921,0.037402,0.0068031,-0.0097068,-0.011247,-0.0012064
-0.0252,-0.041401,0.092301,0.0081572,0.013335,0.021309,0.011787,0.012511
0.07697,0.15968,0.22509,0.051067,0.0048776,-0.017763,-0.0040247,0.043293
-0.013859,0.035129,0.22986,-0.036825,-0.0031112,0.021228,0.027254,-0.018163
0.030024,0.036307,-0.26173,0.072455,0.035991,0.0051644,0.0039919,-0.031452
-0.12019,-0.28377,-0.5627,-0.1605,-0.049939,0.0041381,-0.019227,-0.02048
0.019037,-0.11381,0.15562,-0.02516,-0.018872,-0.028784,-0.0034443,0.04537
-0.029671,0.053482,0.0355,-0.0062851,-0.042702,-0.070014,-0.050288,-0.045525
0.022022,-0.00050354,0.063801,0.012961,0.011501,0.037044,0.019922,0.018718
0.056385,0.18575,0.26673,0.079098,0.050191,0.035055,0.050989,0.018908
0.049651,0.19112,0.10765,0.1136,0.050142,0.026077,0.0039389,0.033
-0.029502,-0.13215,-0.25561,-0.0011725,-0.0041271,-0.0051125,-0.027374,-0.024781
0.0066341,0.036762,0.17739,-0.0469,-0.026645,-0.0036118,-0.0037959,-0.013296
-0.036751,-0.098646,-0.27374,-0.14888,-0.033116,-0.024138,0.0044183,-0.048899
-0.13546,-0.27239,-0.0090504,-0.018086,-0.031517,-0.035717,-0.049591,-0.044608
0.094258,0.21126,0.078544,0.048848,0.032627,0.031474,0.060705,0.14129
-0.073251,-0.15506,-0.14635,-0.01008,0.018461,0.059616,0.022721,-0.068394
0.22992,0.33999,0.43086,0.10261,-0.0039321,-0.053538,-0.030852,0.069084
-0.05059,0.048108,-0.090543,0.0046629,0.019929,0.027319,0.0092224,-0.079056
-0.12588,-0.43721,-0.24353,-0.069196,-0.035129,-0.034221,-0.021242,-0.091527
0.050271,0.2349,-0.052447,0.037377,0.018286,0.011608,0.0026664,0.14767
0.015881,0.20396,0.21711,0.027362,0.00046544,-0.03045,-0.028464,0.011868
-0.034971,-0.32043,-0.05105,-0.02921,-0.002551,-0.0037996,-0.013064,-0.01644
0.076214,0.097886,-0.19883,0.00019925,0.0094744,0.068705,0.095779,0.11565
-0.034275,0.067209,0.12778,-0.072032,-0.033396,-0.030944,-0.014385,0.008381
-0.077783,-0.20205,-0.0059985,-0.0035904,0.009948,0.026172,-0.0075608,-0.29973
0.18028,0.6497,0.33222,0.10436,0.01505,-0.048271,-0.016488,0.12919
-0.13425,-0.40777,-0.097379,0.049312,0.037124,0.0041268,-0.041069,-0.15678
-0.16844,-0.59927,-0.41796,-0.21491,-0.1031,-0.035039,-0.042123,-0.030884
0.055903,0.092996,0.035719,0.054514,0.024308,0.021782,0.042979,0.21181
0.14193,0.44464,0.1234,0.053268,0.052129,0.088389,0.073708,0.041424
0.051835,0.019829,0.11023,0.031337,0.0034963,-0.023263,0.0032269,0.16171
0.098774,0.62408,0.1355,0.074185,0.0341,0.0063965,-0.0044316,-0.13848
-0.17037,-0.64897,-0.1076,-0.053458,-0.044299,-0.081254,-0.082161,0.0072147
0.048495,0.21547,0.14394,0.045669,0.040946,0.056801,0.059011,0.011921
-0.12059,-0.51031,-0.40178,-0.16875,-0.093684,-0.056548,-0.041916,-0.054557
0.0087332,-0.21026,-0.067753,0.020925,0.0044215,-0.023159,-0.009961,-0.15279
0.060378,0.37248,0.24532,0.043567,0.014688,0.055363,0.014265,0.17957
0.072469,0.2058,0.15297,0.023743,0.0074124,0.030736,0.015145,-0.29739
-0.13543,0.10901,0.11517,0.0082639,0.029636,-0.01083,0.00044985,-0.15918
-0.0092322,-0.067801,-0.41526,-0.033896,0.0035017,-0.0065183,0.048191,0.33857
0.036482,-0.28756,-0.0083087,-0.00076369,-0.00038959,-0.002893,-0.013688,0.3375
0.14185,0.04887,0.047878,0.0065948,-0.013024,-0.015295,-0.044769,-0.022406
-0.013875,0.28274,0.33279,0.12151,0.028329,0.0034206,-0.029587,-0.095091
-0.14197,-0.025564,-0.089359,-0.1008,-0.024545,0.045716,0.078685,-0.33744
0.10905,-0.25221,-0.099409,0.012081,0.0082971,-0.020917,0.030161,0.44148
-0.057348,0.032735,-0.10931,-0.0705,-0.060334,-0.086768,-0.15144,-0.34054
0.070629,0.33117,0.19559,0.081813,0.043372,0.059448,0.049923,-0.0068058
-0.075942,-0.44704,-0.2921,-0.084956,-0.016132,0.011789,0.0096984,-0.050868
-0.096843,0.16399,0.038593,0.00018129,0.0036935,0.020464,0.056394,-0.13637
-0.044865,-0.31451,0.071374,0.025259,-0.014108,-0.078555,-0.044161,0.25428
0.065985,0.20882,0.071839,0.076497,0.078957,0.066121,0.043926,0.34282
0.041341,0.035128,0.19517,0.013235,-0.014121,-0.0068387,-0.031209,-0.37517
0.13117,0.29954,-0.060627,-0.024255,-0.012386,0.030131,-0.0044368,-0.084006
0.20941,0.41611,0.13004,0.033747,0.021288,0.043579,0.092421,0.14073
-0.24152,-0.79715,-0.39945,-0.1494,-0.085342,-0.068655,-0.053642,0.24599
-0.028672,-0.0083858,-0.11209,0.019369,-0.020054,-0.049201,-0.083559,-0.31444
-0.13871,0.23828,0.31915,0.055147,0.021684,-0.062334,-0.052058,-0.072011
-0.073278,-0.37482,-0.24634,-0.0033522,0.047641,0.087278,0.080149,0.027073
0.25284,0.6791,0.27841,0.054662,0.018773,0.0092053,0.024404,0.083073
-0.12094,-0.50161,-0.15958,-0.036416,0.0054244,0.031851,0.01553,0.49296
0.15042,0.20639,0.0823,0.028246,0.0075993,0.038291,0.022637,-0.58841
-0.21245,-0.25158,0.013653,-0.07145,-0.060667,-0.057223,-0.0087931,-0.068409
0.050386,0.079039,-0.12988,-0.030577,-0.019729,-0.020203,-0.086626,-0.088441
0.14399,0.26328,0.20693,0.1042,0.060062,0.024419,0.10921,0.3745
-0.016172,0.10115,-0.030847,-0.049804,-0.040056,-0.056096,-0.10913,-0.18759
-0.10129,-0.46665,-0.18001,0.0074252,0.039302,0.082127,0.11737,0.41273
0.0604,-0.0076718,0.055013,0.017959,-0.029964,-0.05291,-0.047474,-0.17611
0.053973,0.22216,0.17282,0.03626,0.025602,0.0077792,-0.04907,-0.16496
-0.13759,-0.15929,-0.21066,-0.039527,-0.004945,-0.0090105,0.0033068,-0.17085
-0.023784,0.35521,0.059929,-0.076884,-0.06696,-0.048427,-0.038523,0.025283
0.1124,0.060784,0.046712,0.041133,0.081658,0.11613,0.091416,0.056576
0.019445,-0.18567,-0.0079893,0.040938,-0.012333,-0.062361,-0.020585,0.095107
-0.014701,-0.050821,-0.12705,0.016238,0.025939,0.079884,0.07888,0.062665
0.048466,-0.23992,0.073169,-0.025089,-0.022379,-0.027848,-0.055333,0.18537
-0.30662,-0.043151,-0.070548,-0.067262,-0.079198,-0.096899,-0.063792,-0.22497
0.22537,0.28966,0.13781,0.061823,0.058667,0.044296,0.022232,0.02626
0.12997,0.42394,0.31581,0.06557,0.032005,0.012786,0.030806,0.21994
-0.10701,-0.66927,-0.31771,-0.040096,-0.0026707,-0.0038605,-0.061588,-0.55774
-0.062186,0.043949,-0.24733,-0.082998,-0.045037,-0.021018,0.049647,-0.008965
-0.077955,-0.24642,-0.028055,-0.03162,-0.016631,0.00074388,-0.018428,0.35996
0.15133,0.68786,0.25381,0.08299,0.059405,0.08525,0.069945,-0.058647
-0.13955,-0.027772,0.090187,0.073442,-0.051099,-0.15,-0.0761,0.0179
0.16636,-0.37089,0.34032,-0.013379,0.065989,0.12328,0.019706,-0.034667
0.099536,0.30463,-0.5035,-0.029108,-0.019092,-0.0011849,0.005498,0.056916
-0.14591,-0.34026,-0.1987,-0.067598,-0.025299,-0.015773,0.013822,0.033798
-0.00094006,0.22237,0.036589,0.0038701,0.023634,0.032331,0.021073,0.35533
-0.0056571,0.18512,0.25778,0.01337,-0.044502,-0.13065,-0.08996,-0.53482
-0.074649,-0.35195,-0.018891,-0.0078659,0.012169,0.041859,0.016802,-0.012813
0.081284,0.19724,0.20678,0.065147,0.044965,0.080942,0.060409,0.069488
-0.099598,-0.35307,-0.28429,-0.025464,-0.024386,-0.013436,-0.0055963,-0.38098
0.016693,0.039245,-0.0086573,-0.0063934,-0.031853,-0.077107,-0.055742,0.56695
0.07984,0.35437,0.22759,0.051841,0.061702,0.062023,0.058862,0.079231
-0.12796,-0.49034,-0.26464,-0.093195,-0.071676,-0.072331,-0.067666,-0.32677
0.1983,0.36655,0.1694,0.066072,0.068247,0.10606,0.080528,0.24856
0.026939,0.14407,-0.19008,-0.064289,-0.026083,-0.0041166,0.0035091,-0.11635
-0.041659,0.20774,0.2112,0.0078151,-0.034113,-0.05111,-0.056641,-0.14872
0.053359,-0.11753,0.13936,0.09489,0.036517,-0.011389,-0.0064243,0.14214
-0.21319,-0.3747,-0.36522,-0.12329,-0.032869,-0.01777,-0.0024565,0.043206
0.016624,0.1046,-0.034885,0.040892,0.03111,0.039019,0.048579,0.059998
0.117,0.28701,0.25001,0.06414,0.017335,-0.020916,-0.010026,-0.10648
-0.11519,-0.58537,-0.047152,-0.030005,0.0036501,0.028694,-0.030262,-0.043746
